"","x","y","cell","Alder","Ash","Bald cypress","Basswood","Beech","Birch","Black gum","Black gum/sweet gum","Buckeye","Cherry","Chestnut","Dogwood","Elm","Hackberry","Hickory","Ironwood","Locust","Maple","Mulberry","No tree","Oak","Other hardwood","Poplar","Poplar/tulip poplar","Sweet gum","Sycamore","Tamarack","Tulip poplar","Unknown tree","Walnut","Willow"
"180",533000,366000,41812,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0
"181",533000,390000,40924,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,0,0,0,0,165,26,0,0,0,0,0,0,0,0,0,0
"182",533000,494000,37076,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,194,17,0,0,0,0,0,0,0,0,2,0
"183",533000,622000,32340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,2,0,0,0,0,0,0,0,0,0,0
"184",541000,126000,50693,0,0,0,0,0,1,4,1,0,0,0,4,3,0,25,0,0,6,1,0,169,0,0,3,0,0,0,0,0,1,0
"185",541000,174000,48917,0,10,0,0,0,0,2,1,0,0,0,0,17,0,35,0,0,12,1,8,92,5,0,0,5,0,0,0,0,0,0
"186",541000,262000,45661,0,2,0,0,0,1,0,0,0,0,0,0,6,2,14,0,0,7,0,87,78,0,1,0,0,1,0,0,0,0,0
"187",541000,454000,38557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0
"188",541000,526000,35893,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206,9,0,0,0,0,0,0,0,0,1,0
"189",541000,582000,33821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0
"190",549000,142000,50102,0,9,0,0,0,0,2,14,0,0,0,7,34,2,13,0,2,2,2,7,82,6,0,2,1,0,0,0,2,0,0
"191",549000,174000,48918,0,1,0,0,0,1,4,0,0,6,0,3,18,0,39,0,3,2,0,0,145,1,0,0,0,0,0,0,0,1,0
"192",549000,182000,48622,0,0,0,0,0,0,0,0,0,0,0,1,2,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"193",549000,222000,47142,0,0,0,0,0,1,0,1,0,0,0,0,1,0,16,0,1,0,1,101,69,0,0,0,0,0,0,0,0,0,0
"194",549000,238000,46550,0,4,0,0,0,0,0,0,0,0,0,0,12,0,11,0,1,0,0,71,98,0,0,0,0,0,0,0,0,0,0
"195",549000,302000,44182,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,186,16,0,0,0,0,0,0,0,0,0,0
"196",549000,318000,43590,0,1,0,0,0,1,0,0,0,0,0,0,2,0,13,0,0,1,0,153,36,0,1,0,0,0,0,0,0,1,0
"197",549000,374000,41518,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,170,26,0,0,0,0,0,0,0,0,1,0
"198",549000,398000,40630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0
"199",549000,414000,40038,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,203,8,0,0,0,0,0,0,0,0,1,0
"200",549000,422000,39742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0
"201",549000,518000,36190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,212,3,0,0,0,0,0,0,0,0,0,0
"202",549000,566000,34414,0,1,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,158,29,0,0,1,0,0,0,0,0,1,0
"203",549000,598000,33230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0
"204",549000,654000,31158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,109,85,0,1,0,0,0,0,0,0,0,0
"205",557000,278000,45071,0,4,0,1,0,0,0,0,0,0,0,0,2,0,19,0,0,3,0,58,98,1,1,0,0,3,0,0,3,3,0
"206",557000,334000,42999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,198,11,0,0,0,0,0,0,0,0,0,0
"207",557000,390000,40927,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,204,9,0,0,0,0,0,0,0,0,3,0
"208",557000,406000,40335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0
"209",557000,478000,37671,0,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,196,12,0,1,0,0,0,0,0,0,1,0
"210",557000,502000,36783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
"211",557000,534000,35599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,2,0,0,0,0,0,0,0,0,0,0
"212",557000,582000,33823,0,0,0,1,0,0,0,0,0,1,0,0,3,0,6,0,0,1,0,131,68,0,0,0,0,1,0,0,0,1,0
"213",557000,630000,32047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,10,0,0,0,0,0,0,0,0,0,0
"214",557000,662000,30863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,102,0,0,0,0,0,0,0,0,0,0
"215",565000,222000,47144,0,15,0,0,0,2,0,13,0,0,0,0,14,1,33,1,0,14,1,34,35,1,0,0,0,0,0,0,0,0,0
"216",565000,366000,41816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0
"217",565000,406000,40336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"218",565000,502000,36784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0
"219",565000,510000,36488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"220",565000,550000,35008,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,209,2,0,0,0,0,0,0,0,0,0,0
"221",573000,182000,48625,0,5,0,0,0,0,0,5,0,0,0,4,10,1,30,0,3,3,2,63,37,1,0,3,0,0,0,0,0,0,0
"222",573000,246000,46257,0,1,0,0,0,1,1,0,0,1,0,0,5,1,31,0,0,1,0,51,91,1,0,0,0,0,0,0,3,1,0
"223",573000,310000,43889,0,4,0,2,0,0,0,0,2,0,0,0,10,0,21,0,0,5,0,39,99,0,1,0,0,0,0,0,2,4,0
"224",573000,326000,43297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"225",573000,414000,40041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
"226",573000,430000,39449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,202,3,0,0,0,0,0,0,0,0,0,0
"227",573000,454000,38561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,2,0,0,0,0,0,0,0,0,0,0
"228",573000,542000,35305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,188,6,0,0,0,0,0,0,0,0,0,0
"229",573000,614000,32641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,59,0,0,0,0,0,0,0,0,0,0
"230",573000,630000,32049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,158,0,0,0,0,0,0,0,0,0,0
"231",573000,646000,31457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,188,0,0,0,0,0,0,0,0,0,0
"232",581000,286000,44778,0,1,0,0,0,0,0,0,0,0,0,0,6,1,23,0,1,10,1,70,96,0,0,0,0,1,0,0,0,2,0
"233",581000,334000,43002,0,1,0,2,0,0,0,0,0,1,0,0,5,0,27,0,0,2,0,37,113,0,0,0,0,0,0,0,0,3,0
"234",581000,342000,42706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0
"235",581000,414000,40042,0,6,0,3,0,0,0,0,0,0,0,0,4,0,8,0,0,2,0,187,11,0,0,0,0,0,0,0,0,0,0
"236",581000,422000,39746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
"237",581000,470000,37970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0
"238",581000,574000,34122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,188,5,0,0,0,0,0,0,0,0,0,0
"239",581000,590000,33530,0,7,0,0,0,0,0,0,0,1,0,0,5,2,4,1,0,18,0,120,51,0,1,0,0,0,0,0,0,0,0
"240",589000,182000,48627,0,10,0,1,18,0,0,26,0,0,0,28,13,0,25,1,2,15,1,0,39,11,0,15,0,0,0,0,0,3,0
"241",589000,222000,47147,0,14,0,0,0,0,0,6,0,0,0,0,26,0,25,0,0,2,0,27,105,3,1,0,0,1,0,0,1,2,0
"242",589000,254000,45963,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0
"243",589000,374000,41523,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,216,1,0,0,0,0,0,0,0,0,0,0
"244",589000,398000,40635,0,4,0,1,0,0,0,0,0,0,0,0,3,0,9,0,0,2,0,181,13,0,0,0,0,0,0,0,0,0,0
"245",589000,446000,38859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,206,7,0,0,0,0,0,0,0,0,0,0
"246",589000,454000,38563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,6,0,0,0,0,0,0,0,0,0,0
"247",589000,462000,38267,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,211,1,0,0,0,0,0,0,0,0,0,0
"248",589000,470000,37971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0
"249",589000,486000,37379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0
"250",589000,542000,35307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,24,0,0,0,0,0,0,0,0,0,0
"251",589000,670000,30571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,82,0,2,0,0,0,0,0,1,0,0
"252",597000,254000,45964,0,3,0,0,0,0,0,0,0,0,0,0,9,0,32,0,0,1,0,84,74,0,0,0,0,0,0,0,0,1,2
"253",597000,270000,45372,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,8,8,0,0,0,0,0,0,0,1,0,2
"254",597000,278000,45076,0,8,0,0,0,0,0,1,0,0,0,0,6,0,25,0,1,2,0,84,79,0,0,0,0,0,0,0,0,0,0
"255",597000,454000,38564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"256",597000,462000,38268,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,18,1,0,0,0,0,0,0,0,0,0,0
"257",597000,470000,37972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"258",597000,486000,37380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"259",597000,494000,37084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0
"260",597000,502000,36788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"261",597000,526000,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,44,0,0,0,0,0,0,0,0,0,0
"262",597000,534000,35604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,115,82,0,0,0,0,0,0,0,0,0,0
"263",597000,542000,35308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,6,0,0,0,0,0,0,0,0,0,0
"264",597000,550000,35012,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,199,11,0,0,0,0,0,0,0,0,0,0
"265",597000,606000,32940,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200,6,0,0,0,0,0,0,0,0,0,0
"266",605000,238000,46557,0,4,0,0,0,0,0,2,0,0,0,0,12,0,26,0,0,1,0,75,56,0,0,0,1,2,0,0,0,0,0
"267",605000,310000,43893,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,1,0,0,0,113,49,0,0,0,0,0,0,0,0,0,0
"268",605000,318000,43597,0,0,0,1,0,0,1,0,0,0,0,0,4,0,16,0,0,2,0,103,70,0,1,0,0,1,0,0,0,1,1
"269",605000,358000,42117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,204,7,0,0,0,0,0,0,0,0,0,0
"270",605000,374000,41525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
"271",605000,406000,40341,0,2,0,0,0,0,0,0,0,0,0,0,3,0,13,1,0,0,0,133,54,0,0,0,0,0,0,0,0,1,0
"272",605000,454000,38565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0
"273",605000,462000,38269,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,200,6,0,0,0,0,0,0,0,0,0,0
"274",605000,470000,37973,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,175,4,0,0,0,0,0,0,0,0,1,0
"275",605000,486000,37381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,182,8,0,0,0,0,0,0,0,0,0,0
"276",605000,494000,37085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0
"277",605000,502000,36789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0
"278",605000,510000,36493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,4,0,0,0,0,0,0,0,0,0,0
"279",605000,518000,36197,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,133,34,0,0,0,0,0,0,0,0,1,0
"280",605000,534000,35605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,4,0,0,0,0,0,0,0,0,0,0
"281",605000,542000,35309,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,207,3,2,0,0,0,0,0,0,0,0,0
"282",605000,550000,35013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0
"283",605000,574000,34125,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,123,80,0,0,0,0,0,0,0,0,2,0
"284",605000,590000,33533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,171,24,0,0,0,0,0,0,0,0,0,0
"285",605000,630000,32053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,198,16,0,0,0,0,0,0,0,0,0,0
"286",605000,646000,31461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,129,75,0,0,0,0,0,0,0,0,0,0
"287",613000,182000,48630,0,5,0,0,0,0,0,11,0,4,0,5,7,0,12,0,2,5,1,0,130,4,0,4,0,0,0,0,0,0,0
"288",613000,206000,47742,0,21,0,0,0,0,0,14,0,0,0,7,28,0,15,0,4,18,1,0,18,7,0,6,0,1,0,0,2,6,0
"289",613000,422000,39750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0
"290",613000,454000,38566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0
"291",613000,462000,38270,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,195,8,0,0,0,0,0,0,0,0,0,0
"292",613000,470000,37974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0
"293",613000,486000,37382,0,1,0,1,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,135,12,2,0,0,0,0,0,0,0,1,0
"294",613000,494000,37086,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,175,28,0,0,0,0,0,0,0,0,1,0
"295",613000,502000,36790,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,184,25,0,0,0,0,0,0,0,0,0,0
"296",613000,510000,36494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,28,0,0,0,0,0,0,0,0,0,0
"297",613000,518000,36198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,2,0,0,0,0,0,0,0,0,0,0
"298",613000,534000,35606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0
"299",613000,542000,35310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0
"300",613000,550000,35014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0
"301",613000,638000,31758,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,3,0,135,61,0,0,0,0,0,0,0,0,2,0
"302",613000,662000,30870,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,31,162,0,0,0,0,0,0,0,0,0,0
"303",621000,286000,44783,0,2,0,0,0,0,0,2,0,0,0,0,8,3,12,0,1,5,2,128,33,1,0,0,0,1,0,0,0,0,0
"304",621000,342000,42711,0,15,0,1,24,0,0,0,1,0,0,0,9,1,24,2,0,53,0,11,51,0,0,1,0,2,0,0,1,3,0
"305",621000,374000,41527,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,211,8,0,0,0,0,0,0,0,0,1,0
"306",621000,382000,41231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"307",621000,422000,39751,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,195,11,0,0,0,0,0,0,0,0,1,0
"308",621000,430000,39455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"309",621000,454000,38567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0
"310",621000,462000,38271,0,0,0,2,0,0,0,0,1,0,0,0,2,1,6,0,0,3,0,156,32,0,0,0,0,0,0,0,0,3,0
"311",621000,470000,37975,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,143,25,0,0,0,0,0,0,0,0,0,0
"312",621000,486000,37383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,124,39,0,0,0,0,0,0,0,0,3,0
"313",621000,494000,37087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,42,0,0,0,0,0,0,0,0,0,0
"314",621000,502000,36791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,167,41,0,0,0,0,0,0,0,0,0,0
"315",621000,510000,36495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,52,0,0,0,0,0,0,0,0,0,0
"316",621000,518000,36199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,2,0,0,0,0,0,0,0,0,0,0
"317",621000,542000,35311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0
"318",629000,294000,44488,0,18,0,2,45,0,0,2,0,0,0,7,10,0,22,1,0,38,0,0,13,0,0,4,0,0,0,0,0,0,0
"319",629000,390000,40936,0,6,0,6,5,0,0,0,1,2,0,0,10,1,19,2,0,18,1,62,71,3,0,0,0,0,0,0,0,7,0
"320",629000,454000,38568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0
"321",629000,462000,38272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0
"322",629000,470000,37976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0
"323",629000,478000,37680,0,2,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,142,36,0,0,0,0,0,0,0,0,2,0
"324",629000,598000,33240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,4,0,0,0,0,0,0,0,0,0,0
"325",637000,198000,48041,0,6,0,0,0,4,10,0,0,0,0,7,10,0,38,0,0,7,0,0,116,1,2,0,3,1,0,0,0,1,0
"326",637000,310000,43897,0,11,0,2,18,0,0,5,0,0,0,1,6,0,36,0,0,7,0,0,66,1,0,5,2,2,0,0,0,0,0
"327",637000,326000,43305,0,13,0,3,19,0,0,2,3,0,0,0,9,1,19,1,0,28,1,0,36,0,2,1,1,1,0,0,0,8,0
"328",637000,454000,38569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0
"329",637000,462000,38273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0
"330",637000,470000,37977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4,0,0,0,0,0,0,0,0,0,0
"331",637000,478000,37681,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,44,19,0,0,0,0,0,0,0,0,0,0
"332",637000,486000,37385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0
"333",637000,494000,37089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,212,24,0,0,0,0,0,0,0,0,0,0
"334",637000,502000,36793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,104,0,0,0,0,0,0,0,0,0,0
"335",637000,510000,36497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,154,0,0,0,0,0,0,0,0,0,0
"336",637000,518000,36201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,32,0,0,0,0,0,0,0,0,0,0
"337",637000,526000,35905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,211,20,0,0,0,0,0,0,0,0,0,0
"338",637000,542000,35313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,4,0,0,0,0,0,0,0,0,0,0
"339",637000,566000,34425,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,140,67,0,0,0,0,0,0,0,0,0,0
"340",645000,174000,48930,0,3,0,0,0,1,0,7,0,1,0,15,25,0,34,0,1,12,3,0,80,12,1,0,0,0,0,0,0,1,0
"341",645000,270000,45378,0,0,0,0,1,0,0,1,0,0,0,0,1,0,35,0,0,0,0,0,107,1,0,0,0,0,0,0,2,0,0
"342",645000,334000,43010,0,6,0,1,10,0,0,0,3,2,0,0,11,5,13,0,1,18,1,0,18,1,1,1,0,1,0,0,0,11,0
"343",645000,358000,42122,0,9,0,3,7,0,0,0,1,0,0,0,13,5,26,0,0,44,2,0,75,1,0,1,0,0,0,0,0,7,0
"344",645000,390000,40938,0,3,0,2,19,0,2,0,8,0,0,0,3,13,8,5,2,28,2,0,40,6,5,4,0,1,0,0,0,9,0
"345",645000,454000,38570,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"346",645000,478000,37682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"347",645000,486000,37386,0,1,0,2,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
"348",645000,494000,37090,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0
"349",645000,510000,36498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
"350",645000,518000,36202,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,3,0,0,0,0,0,0,0,0
"351",645000,526000,35906,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40,0,2,0,0,0,0,0,0,0,2
"352",645000,534000,35610,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
"353",645000,542000,35314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0
"354",645000,558000,34722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0
"355",653000,214000,47451,0,7,0,4,15,0,0,10,0,0,0,10,15,0,12,0,0,16,1,0,98,4,0,2,0,0,0,0,0,0,0
"356",653000,310000,43899,0,0,0,0,0,0,1,1,0,0,0,0,3,0,42,1,0,2,0,0,68,0,0,0,0,1,0,0,1,0,0
"357",653000,326000,43307,0,9,0,1,17,0,1,2,0,0,0,1,4,0,46,3,0,11,0,0,72,4,0,4,0,0,0,0,0,1,0
"358",653000,342000,42715,0,12,0,3,31,0,1,1,3,1,0,4,9,1,21,2,0,30,0,0,47,1,0,8,0,0,0,0,0,5,0
"359",653000,406000,40347,0,16,0,6,11,0,1,0,0,1,0,0,18,2,24,2,1,27,1,0,54,3,0,2,0,0,0,0,0,5,0
"360",653000,438000,39163,0,2,0,0,0,0,0,0,0,0,0,0,3,0,21,1,0,2,0,0,86,1,0,0,0,1,0,0,0,3,0
"361",653000,486000,37387,0,1,0,1,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"362",653000,494000,37091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0
"363",653000,502000,36795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1,1,0,0,0,0,0,0,0,2
"364",653000,518000,36203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0
"365",661000,166000,49228,0,6,0,1,0,0,0,7,0,0,0,18,5,0,18,0,0,6,2,0,66,0,1,4,9,0,0,0,0,1,0
